Gene,ReadID,Coverage %,Identity %,Resistance
aadA2,302dff2b-218f-43e9-9ce4-59e99d0e69ed,95.73,93.7,Streptomycin
ant(3'')-Ia,1b928e7d-e855-47a3-b572-a341ac32bb3e,81.58,94.58,Streptomycin
ant(6)-Ia,24e71642-bea5-4386-816d-71268e4ccf79,98.61,96.89,Streptomycin
ant(6)-Ia,2c18a196-3586-44e6-9a1f-26c8692ac5c6,98.84,96.32,Streptomycin
ant(6)-Ia,7685dc4e-bbc4-4fb1-9085-aeac76420f71,98.02,94.45,Streptomycin
ant(6)-Ia,a9382fc4-6f0c-4deb-b08b-f5ee13a7e0b1,98.68,96.29,Streptomycin
ant(6)-Ia,c1e232d5-f965-4463-bfc2-f635cf476493,96.59,83.42,Streptomycin
ant(6)-Ia,dc996dd6-a4df-496a-b5ac-c43b9533630c,98.73,97.11,Streptomycin
aph(3'')-Ib,2d3bdecc-c506-4e3e-96d4-b3390bf66dbd,96.39,92.56,Streptomycin
aph(3')-III,7685dc4e-bbc4-4fb1-9085-aeac76420f71,97.74,92.54,Amikacin
aph(3')-III,a9382fc4-6f0c-4deb-b08b-f5ee13a7e0b1,98.74,95.65,Amikacin
aph(3')-III,a9fd83fd-20ee-4425-9741-40af05af8ca4,87.42,94.27,Amikacin
aph(3')-Ia,ad975f7f-4f48-4ce6-b077-1195fedfc250,87.25,94.65,Unknown
aph(6)-Id,2d3bdecc-c506-4e3e-96d4-b3390bf66dbd,98.33,93.21,Streptomycin
aph(6)-Id,d08420ec-ac3b-4061-b854-15508145f307,97.97,93.55,Streptomycin
blaACI-1,a19e9337-7eef-4710-aa89-7a7d447b17f3,98.83,96.5,Unknown
blaROB-1,6b4f5a52-1e9a-4e68-8a43-7f1d55b67546,98.8,93.15,Unknown
blaTEM-104,1042a76c-a4c6-4b83-b8b2-16cddf2ea375,98.84,96.89,Unknown
blaTEM-156,5525b662-1fa8-43c1-8bb7-e2e1e49d2c97,98.26,95.04,Unknown
blaTEM-186,b44e84e4-4995-4357-a2c2-d5d166ad2322,98.49,94.35,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-1A,d56bfc3e-bf4e-4b2e-b263-09aa091bed40,97.79,93.79,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-1B,3c0743dc-c9ba-4837-af7c-12b387f9463e,99.19,95.97,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-1B,d08420ec-ac3b-4061-b854-15508145f307,98.03,95.61,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cfr(C),30dff91a-76fe-4b9f-909d-91c436460697,82.09,96.74,Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;PristinamycinIIA;VirginiamycinM;Tiamulin
cmlA1,1b928e7d-e855-47a3-b572-a341ac32bb3e,98.25,94.57,Chloramphenicol
cmlA1,302dff2b-218f-43e9-9ce4-59e99d0e69ed,98.73,94.88,Chloramphenicol
cmlA1,636526d4-b697-4e00-87b4-f48fe6270396,98.49,90.78,Chloramphenicol
dfrA12,302dff2b-218f-43e9-9ce4-59e99d0e69ed,98.8,95.81,Trimethoprim
dfrA17,17d14966-3571-4177-84bf-f7ed3626ab3d,97.89,93.11,Trimethoprim
dfrA17,3f0e11e9-5f9b-40b4-9b0a-2d8ea285d29a,98.31,95.37,Trimethoprim
dfrA5,1621819b-a66a-42a8-8894-1f5e6aa923b9,98.73,93.54,Trimethoprim
erm(B),2ce7fdd9-eb8d-4c37-853d-d4e877e7ff6c,97.24,93.51,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),53911578-8124-40b0-b8a9-ae01436f3a3c,99.08,96.61,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),a17fca0f-caa0-4341-bdd5-471a700aa239,98.03,92.62,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
floR,eb904e21-8e68-4580-b153-8c5335f6e78c,97.78,92.89,Chloramphenicol;Florfenicol
floR,f24dede0-ddf7-40a2-a2ad-3405db08a42f,99.01,95.16,Chloramphenicol;Florfenicol
floR,fe4f9b9c-3b68-4e05-a793-7f32b80e011b,98.19,91.92,Chloramphenicol;Florfenicol
hugA,650150ac-4420-4a7e-b613-46a7052e0b75,99.44,85.9,Unknown
lnu(A),0b09331a-7445-4b67-b42d-58dd5bf26f5c,99.18,94.53,Lincomycin
lnu(B),3a80f6a8-ce63-4b10-8035-7f3754de5aba,99.0,95.94,Lincomycin;Clindamycin
lnu(B),a290458a-0a00-407f-8bd8-4a76692f6529,99.13,97.52,Lincomycin;Clindamycin
lnu(C),07ad69d6-c959-4866-8af0-9a4e29e7d891,98.79,87.75,Lincomycin
lnu(C),21149cec-03c4-4f34-9d33-9dbef63e8a7b,96.77,91.55,Lincomycin
lnu(C),6b4eb2ef-57c0-4a33-a7b4-6cab52bbd17f,98.79,97.17,Lincomycin
lnu(C),b1eb1def-1d58-4c41-832d-89c63f874644,98.99,94.78,Lincomycin
lsa(E),03fc19f9-7f34-409c-9a2a-f2c5716c327a,99.12,96.26,Lincomycin;Clindamycin;Dalfopristin;PristinamycinIIA;VirginiamycinM;Tiamulin
lsa(E),a290458a-0a00-407f-8bd8-4a76692f6529,99.06,96.46,Lincomycin;Clindamycin;Dalfopristin;PristinamycinIIA;VirginiamycinM;Tiamulin
mdf(A),054bcae3-c823-4018-9605-81d85e33dcb2,95.62,91.74,Unknown
mdf(A),4c614c2d-b3dc-4981-9db5-77ced618d8d7,99.11,93.99,Unknown
mdf(A),6f6b2829-d698-4202-85f9-1a00caf62e0a,89.94,92.99,Unknown
