Gene,ReadID,Coverage %,Identity %,Resistance
aadA13,a9e1847b-db85-467f-8670-bc79173529e3,98.12,94.05,Streptomycin
ant(2'')-Ia,b31c27d3-f62d-49e2-9438-c9b40d2e3ea3,99.44,95.58,Gentamicin;Tobramycin
ant(2'')-Ia,f622406c-7b31-4f94-a654-211abe3a41a0,99.44,97.04,Gentamicin;Tobramycin
ant(6)-Ia,3eaac0eb-9ae3-48b1-8ca1-18bc7a514663,83.28,94.45,Streptomycin
ant(6)-Ia,64823bdc-95a3-4dc2-95d6-b433319a4399,82.12,92.94,Streptomycin
aph(3'')-Ib,07d4e003-ce97-4090-9ea9-df39de233e78,97.39,92.47,Streptomycin
aph(6)-Id,07d4e003-ce97-4090-9ea9-df39de233e78,97.01,92.3,Streptomycin
blaOXA-20,a9e1847b-db85-467f-8670-bc79173529e3,98.25,95.27,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid
blaTEM-166,25706baf-f87a-476b-897f-b5f849649419,98.26,94.84,Unknown
cfr(C),b9f6cf5a-a65a-4a90-8a75-9eee058b9b3f,97.28,92.49,Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;PristinamycinIIA;VirginiamycinM;Tiamulin
cfr(C),ca2f174e-bfd3-4983-90a7-3778cc51b96e,98.48,94.29,Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;PristinamycinIIA;VirginiamycinM;Tiamulin
cfr(C),d652911c-460b-449a-9698-140afc015013,99.2,96.18,Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;PristinamycinIIA;VirginiamycinM;Tiamulin
dfrA1,16077368-8a99-4e8e-800d-6c7693d4e58d,97.89,92.53,Trimethoprim
dfrA1,8f015714-f3f7-425a-bd42-ce656e089526,98.95,94.99,Trimethoprim
dfrA1,b31c27d3-f62d-49e2-9438-c9b40d2e3ea3,98.95,96.22,Trimethoprim
dfrA1,f622406c-7b31-4f94-a654-211abe3a41a0,97.47,96.41,Trimethoprim
dfrA12,4bf7efbb-7515-48e8-aef8-34a203d02268,98.39,95.25,Trimethoprim
dfrA7,a3643224-4fc5-4faf-9240-1096069bb48d,95.09,93.21,Trimethoprim
dfrB3,518a4a14-38de-4b86-ad29-56935290dcde,98.73,95.4,Trimethoprim
floR,0e6cece4-02de-45c9-be70-b210e0ea13de,98.35,92.75,Chloramphenicol;Florfenicol
floR,1b55b4be-1d0c-459c-8bf8-1cdcfc38db40,98.77,91.07,Chloramphenicol;Florfenicol
floR,289de29e-4b37-4204-b1d4-688c5c2cf9fe,98.19,92.9,Chloramphenicol;Florfenicol
floR,28cc31d7-8fb9-4e00-af9e-1c8983bbadc1,97.86,92.1,Chloramphenicol;Florfenicol
floR,4b354a84-b59a-4bee-acca-19145d2f2274,98.85,95.25,Chloramphenicol;Florfenicol
floR,70fb9766-056f-4fdd-ad18-da7896af42a0,98.35,93.21,Chloramphenicol;Florfenicol
