Gene,ReadID,Coverage %,Identity %,Resistance
aph(3'')-Ib,b963a3b5-5373-43f2-8d97-47fbacb269fa,98.76,96.56,Streptomycin
blaCTX-M-138,bcd1c890-d2e7-4ba6-ac09-1dfb32bb2629,94.86,92.56,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaDHA-10,b2ce8233-ce23-4626-8c18-ecbb2d31685a,95.35,86.6,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanicacid
blaOXY-6-2,ab664e71-5096-4f74-ad32-a33e36edbc15,99.2,96.61,Unknown
dfrA1,c7cdf338-7e34-4120-859d-3fecb32cf3a2,97.89,92.87,Trimethoprim
dfrA14,1d25bb5f-6464-448a-83af-7620008b3878,96.07,88.78,Trimethoprim
dfrA14,fe568378-5d0a-4dd6-975e-6e5a5ab1a975,96.07,92.15,Trimethoprim
floR,a1471271-aa3b-46ef-b0d6-c94a666d2ab7,97.86,93.86,Chloramphenicol;Florfenicol
floR,ab84ebac-bb3b-46c3-a81c-d5b7af07ecc6,97.86,92.04,Chloramphenicol;Florfenicol
floR,af459fe7-0834-4758-adf9-404aaaa954d4,98.44,92.36,Chloramphenicol;Florfenicol
floR,da40c80d-7bd6-40a9-aba9-ba5e7ca72ddd,98.85,94.92,Chloramphenicol;Florfenicol
floR,ddf35ad9-c929-4aaa-9aff-74673b627008,99.26,95.18,Chloramphenicol;Florfenicol
floR,fc2c176d-db65-44ea-b5cd-18862c81ae0c,98.27,91.87,Chloramphenicol;Florfenicol
mph(A),8d6cab37-6845-452a-b279-8f1a7c83a016,83.0,95.45,Erythromycin;Azithromycin;Spiramycin;Telithromycin
mph(A),c908a5f0-e3cb-4ad9-96d4-85d5b5d143bd,80.24,94.1,Erythromycin;Azithromycin;Spiramycin;Telithromycin
mph(A),c908a5f0-e3cb-4ad9-96d4-85d5b5d143bd,84.99,88.86,Erythromycin;Azithromycin;Spiramycin;Telithromycin
qnrD1,0094037c-3a69-4eac-b325-b57e0f4eaba3,98.91,95.22,Ciprofloxacin
qnrD1,023e7db2-76be-4967-96dd-5bf50970b482,99.07,97.08,Ciprofloxacin
qnrD1,046a920f-29c2-4531-bee6-6d5f01f67f2b,90.54,90.88,Ciprofloxacin
qnrD1,053ead51-188d-4109-a0dc-7c11bb7e8835,96.74,94.86,Ciprofloxacin
qnrD1,0561e57e-b8ee-4d36-8a15-d7953690f0e2,98.14,95.69,Ciprofloxacin
qnrD1,08687d99-09c9-47de-a6f0-5ee861ef81ba,97.52,91.37,Ciprofloxacin
qnrD1,09ecbc4f-ac61-4666-b97c-73f51cb4c1d5,99.38,96.61,Ciprofloxacin
qnrD1,0c68b028-dfae-4c9b-b0d1-23ea8a0f325f,98.91,97.53,Ciprofloxacin
qnrD1,1157ba33-5f4f-40b5-9d1c-40fabb47461e,97.21,93.67,Ciprofloxacin
qnrD1,12ba0e30-a3a6-47fb-bb24-c4af384b7c75,95.66,96.99,Ciprofloxacin
qnrD1,16e1416b-d736-4f80-bfe7-0403a5ba143c,97.36,95.67,Ciprofloxacin
qnrD1,19b13d62-a92c-4bc6-8e96-a0c491cced70,98.76,97.08,Ciprofloxacin
qnrD1,1b793d0b-4564-4ee0-9635-72ea370a94e2,99.07,95.41,Ciprofloxacin
qnrD1,1bece079-94d6-4e3e-af4c-79f8fe4c0265,98.14,93.88,Ciprofloxacin
qnrD1,1d2df711-cb83-47c3-b3f2-04e6048d91b2,98.29,93.52,Ciprofloxacin
