Gene,ReadID,Coverage %,Identity %,Resistance
aadA1,c7d005ea-aa22-49b2-b0f1-40b8a8d274eb,98.61,96.32,Streptomycin
aadA13,a439ea2b-dc7b-4798-897a-406f70160ec0,98.37,88.97,Streptomycin
aadA13,cdcd3436-2418-4fb5-bebd-373611a75915,98.75,88.39,Streptomycin
ant(3'')-Ia,3d54d1cb-75be-4f8c-abf3-ecfbeac78a92,82.1,93.66,Streptomycin
ant(3'')-Ia,8408858a-c4d9-4689-aa17-96b89809a5dc,81.48,93.75,Streptomycin
ant(3'')-Ia,fda9b0f9-fd77-4b06-8ad3-00254c9a50b1,82.72,94.05,Streptomycin
ant(6)-Ia,0c818fbb-1e73-4b89-988c-e8ac100b9a41,98.5,95.29,Streptomycin
ant(6)-Ia,155274e4-d199-4e33-8791-a3e377ed00f9,97.34,93.08,Streptomycin
ant(6)-Ia,2439888e-b686-4102-b2dd-674f550757df,97.34,93.0,Streptomycin
ant(6)-Ia,31850d23-b4ee-43c6-aa34-6ff4525f5127,97.69,95.29,Streptomycin
ant(6)-Ia,40a79fcb-a2e2-47d7-8609-e187cc1b47e9,99.19,96.21,Streptomycin
ant(6)-Ia,c96983ea-bde7-4f1a-8039-964f83e397ed,99.07,85.39,Streptomycin
ant(9)-Ia,528054bb-980e-4dd9-ba53-2c2553bf7c0a,98.47,94.46,Unknown
aph(3'')-Ib,003de297-0ac7-4774-a74e-518d3715544d,98.76,97.65,Streptomycin
aph(3'')-Ib,04b0762c-321c-4eee-88d3-0e77314f5fd9,98.88,95.9,Streptomycin
aph(3'')-Ib,0544d4f7-091a-4fa0-983d-75e9c91473a3,98.01,94.0,Streptomycin
aph(3'')-Ib,069ef1f5-0ee7-4a13-95a8-17a6102185cf,98.51,96.03,Streptomycin
aph(3'')-Ib,1318b996-bd0c-4744-8180-a2d7aa4abae6,95.52,91.33,Streptomycin
aph(3'')-Ib,1f9efd5b-c195-40ce-be77-abf434790a89,93.91,86.83,Streptomycin
aph(3'')-Ib,225bc0d9-82a7-4223-a816-3896223acabb,98.38,95.19,Streptomycin
aph(3'')-Ib,23b9377c-2266-4087-8b0f-a5406ba572b1,98.38,93.98,Streptomycin
aph(3'')-Ib,26bac404-c30b-4adb-8590-60d4f3843972,98.38,95.06,Streptomycin
aph(3'')-Ib,3756a201-1f78-45bc-a84d-06f35ee0fd2b,98.51,97.15,Streptomycin
aph(3'')-Ib,3f732dd2-0bec-4447-8a4c-e49b6334f493,82.46,93.71,Streptomycin
aph(3'')-Ib,410daf2f-405a-45af-8ce9-cc289e888d59,99.13,96.42,Streptomycin
aph(3'')-Ib,41cb26b0-54b1-49e2-b212-51fb80d7611f,97.76,94.93,Streptomycin
aph(3'')-Ib,46619c04-70cb-4228-b59a-e9d1a5c104d3,98.01,92.92,Streptomycin
aph(3'')-Ib,5c23d790-99cb-494f-8620-25144e33a2de,98.51,95.69,Streptomycin
aph(3'')-Ib,5e9b34dd-259e-475c-ab7a-f3b106ea996a,97.76,95.4,Streptomycin
aph(3'')-Ib,6f3b11ab-36f5-43f9-b28a-6c9c2d9d8243,98.38,93.93,Streptomycin
aph(3'')-Ib,74e63ef7-c75e-4ebb-8c7a-d3c8903dcc0c,98.13,93.97,Streptomycin
