Gene,ReadID,Coverage %,Identity %,Resistance
aadA14,1821600e-6eac-4d59-a3c6-b966394162b8,98.22,93.95,Streptomycin
aadA2,bb5e5a01-d6d5-4f68-a1db-09fae68c7ccd,96.34,93.94,Streptomycin
aadA2,d627b4ed-18f8-4d98-8c92-b137ef065f3c,87.63,95.39,Streptomycin
aadA2,eb79d15e-26ed-49b9-aa27-3c1ca8e53f9a,96.46,91.83,Streptomycin
aadA2,f5b7c7f1-1279-4071-ac5e-ae0781500ed4,95.97,95.29,Streptomycin
ant(3'')-Ia,0e7d511c-486f-4d38-8651-93181f988296,80.86,93.83,Streptomycin
ant(3'')-Ia,12eeff0b-a50d-4bfa-80f5-6fea7d3f942a,81.28,91.7,Streptomycin
ant(3'')-Ia,863151e3-9f75-4e9c-aa8f-83d853f9d57b,81.28,95.66,Streptomycin
ant(3'')-Ia,8f7501f7-56ef-40d1-b44d-9fb65feb8ae4,81.38,95.52,Streptomycin
ant(3'')-Ia,fafb1ec2-29a9-46ca-b6f4-b5d1ef4b9613,81.69,93.27,Streptomycin
ant(6)-Ia,053dec53-755b-4389-8678-7305f72896bf,97.8,82.8,Streptomycin
ant(6)-Ia,2dbf508a-2f85-4ab7-b2ff-9eebc1915412,96.89,93.63,Streptomycin
ant(6)-Ia,4f142fcc-b64b-4427-bd91-2907fe932f36,98.15,93.61,Streptomycin
ant(6)-Ia,5769bded-fd32-44c2-b17a-7b3c8a5f781e,98.61,94.49,Streptomycin
ant(6)-Ia,b05acee7-96b6-47cf-ab11-546e40ecd4b3,94.46,92.66,Streptomycin
ant(6)-Ia,fcea4219-ceb2-436a-a909-299a42a4d62f,98.27,95.87,Streptomycin
aph(2'')-Ic,351cc60e-b791-4a00-92b0-07b545492b7f,99.35,95.9,Amikacin;Gentamicin;Tobramycin
aph(3'')-Ib,051d2b8b-20bf-4d63-a691-25e280249f53,90.92,95.33,Streptomycin
aph(3'')-Ib,1ab243f0-f2f3-48d8-ae93-a9d58a8364fc,98.76,95.82,Streptomycin
aph(3'')-Ib,32961b47-d98c-4246-b780-b4634cf869c1,97.76,93.64,Streptomycin
aph(3'')-Ib,34f21585-6c52-4972-9a2a-ceb09c041519,98.51,93.01,Streptomycin
aph(3'')-Ib,3b33f32b-7ef7-4c1e-9675-7499cfd40822,98.38,94.48,Streptomycin
aph(3'')-Ib,4293a8fa-c570-4e0f-82f9-770207b88198,93.66,93.08,Streptomycin
aph(3'')-Ib,48f68b8b-0804-40ed-a5ac-ca8716a50d7b,97.01,93.09,Streptomycin
aph(3'')-Ib,58033d35-7fe7-4c86-b8cb-1c1fdc5e94e4,97.89,93.06,Streptomycin
aph(3'')-Ib,5e1839c5-e800-4d48-812a-ab9fd9440ce4,90.42,94.55,Streptomycin
aph(3'')-Ib,689dd003-9372-48d8-87f2-db4fc6e9b554,98.38,96.54,Streptomycin
aph(3'')-Ib,6b083e33-9ba5-4c58-806a-1ed3a43092bd,96.27,90.62,Streptomycin
aph(3'')-Ib,7aa2201b-e057-412d-aa4d-e21a34a90bab,98.51,94.96,Streptomycin
aph(3'')-Ib,a0913168-a00a-4f9f-8428-2d911f8e91a6,95.4,83.47,Streptomycin
aph(3'')-Ib,b06288a4-1298-4c6f-9e6f-8f6025ac049d,96.39,87.75,Streptomycin
aph(3'')-Ib,c5b37536-7be7-441f-b7c3-867948251152,99.38,95.7,Streptomycin
aph(3'')-Ib,ea2e29da-1f37-4f1f-9682-6253a2748e60,92.29,87.45,Streptomycin
