Gene,ReadID,Coverage %,Identity %,Resistance
aac(3)-IIa,02845d60-c771-4c1d-b8f8-994e48948708,98.61,95.29,Gentamicin;Tobramycin
aac(3)-IIa,158ebc4d-239b-47a0-bc22-b98cba1fa375,97.56,93.09,Gentamicin;Tobramycin
aac(3)-IIa,25052c5d-9e38-4f52-b942-bb3d5e415f64,96.52,93.12,Gentamicin;Tobramycin
aac(3)-IIa,2c85ee46-fb97-4e4a-8414-dea9b9d3d055,96.4,91.38,Gentamicin;Tobramycin
aac(3)-IIa,8ca3a07c-7c55-4961-8394-3842b80e5e20,97.21,94.14,Gentamicin;Tobramycin
aac(3)-IIa,a399b8b9-7dd4-44dc-94a2-0355178e4785,98.84,95.03,Gentamicin;Tobramycin
aac(3)-IIa,a5b2370f-ae60-49bd-a396-e7cbd6b5491f,96.28,84.92,Gentamicin;Tobramycin
aac(3)-IIa,b4333ab7-06f6-41f7-9bd3-319094d97500,98.37,93.56,Gentamicin;Tobramycin
aac(3)-IIa,b5bb0d0a-b062-46ef-9391-5a039a730990,97.79,91.52,Gentamicin;Tobramycin
aac(3)-IIa,c2ab7dd6-057d-414d-9c87-5faafe1f6019,98.03,94.06,Gentamicin;Tobramycin
aac(3)-IIa,cdb623d0-14a4-4d11-900e-3209184f38cc,98.49,94.93,Gentamicin;Tobramycin
aac(3)-IIa,d14ff982-0298-4b2d-a205-1022ac94cf4b,97.79,94.33,Gentamicin;Tobramycin
aac(3)-IIa,d846830b-330e-49dc-a1ea-725987098697,98.84,92.87,Gentamicin;Tobramycin
aac(3)-IIa,deed0dca-a219-4997-9840-639f46a1ba05,98.95,94.64,Gentamicin;Tobramycin
aac(3)-IIa,f3f106e9-66c8-4bb6-a150-e9a9c09b098b,98.03,92.1,Gentamicin;Tobramycin
aadA1,13563ea4-ee75-41e8-99d8-4ca60b004fdb,98.35,93.13,Streptomycin
aadA1,3ecd316c-7642-4cac-93b6-91359da8cc86,98.23,88.39,Streptomycin
aadA1,52e198f0-a153-481d-a7a7-0acde6ead94b,99.24,95.9,Streptomycin
aadA1,781e6378-cc7d-4a27-b8fe-e34fb8b8db40,97.47,92.15,Streptomycin
aadA1,be57c854-d299-4134-b3bb-4c8322bc21c7,89.27,91.86,Streptomycin
aadA1,fe0c98c4-e8c2-4547-967e-7b38750234ad,98.23,94.76,Streptomycin
ant(3'')-Ia,05312201-60ae-42f2-8aad-60a4d3817999,81.89,96.05,Streptomycin
ant(3'')-Ia,3c8e51fa-984f-4701-a645-446a9bb5f903,80.45,93.59,Streptomycin
ant(3'')-Ia,4cf28a52-da7e-4074-a5e7-cb73e23b26dd,80.45,96.35,Streptomycin
ant(3'')-Ia,62739954-6bd6-472a-8023-57dd73e409a7,82.0,96.16,Streptomycin
ant(3'')-Ia,847f3638-6d44-4e3f-a707-94bb3570d540,81.48,95.06,Streptomycin
ant(3'')-Ia,8c266aef-23af-45e7-9d6e-5d6b17e303d9,80.45,93.81,Streptomycin
ant(3'')-Ia,8f022e71-cfbe-42d1-a1d1-24a4ff400580,80.25,90.78,Streptomycin
ant(3'')-Ia,b4feb18b-efff-4f8e-911d-159ecb86bcd3,80.86,92.08,Streptomycin
ant(3'')-Ia,efd61337-0340-45f6-9bf9-c01424ab626f,80.14,91.78,Streptomycin
ant(3'')-Ia,f84ccaf1-01ab-4327-8389-153216c650a5,81.48,95.06,Streptomycin
ant(6)-Ia,837c9227-8b23-44d6-ba09-eac4c7999be2,82.81,95.79,Streptomycin
aph(2'')-Ic,4818251d-d5a5-429f-9dfc-664cf5af8200,94.03,85.65,Amikacin;Gentamicin;Tobramycin
aph(2'')-Ic,9fca2e50-aa71-4fda-8a17-fca247011bc8,98.37,96.01,Amikacin;Gentamicin;Tobramycin
aph(2'')-If,0c5780ca-eba0-4564-ba46-d27da8c27e02,94.97,91.72,Amikacin;Gentamicin;Tobramycin
aph(2'')-Ig,3a992f83-6aa5-48ce-aec7-38d54aaa6436,97.07,91.28,Amikacin;Gentamicin;Tobramycin
aph(3'')-Ib,02c1c5a1-27d1-425f-b0bb-a4a18104d433,98.63,96.32,Streptomycin
aph(3'')-Ib,0a9fa0d8-7d84-43e9-bef9-7eaffd747ea7,98.76,95.59,Streptomycin
aph(3'')-Ib,18ba02b7-e538-40bc-b098-5055c0a27bfd,99.0,96.05,Streptomycin
aph(3'')-Ib,1b145f28-6b3a-4437-a1be-54b299487723,97.76,93.42,Streptomycin
aph(3'')-Ib,1feef506-2810-40ed-8e5a-6bf313b3e666,87.06,95.79,Streptomycin
aph(3'')-Ib,21c4a350-acb3-4b5b-8ec5-e5f27c1e269a,97.89,93.34,Streptomycin
aph(3'')-Ib,2ef75510-9655-4ed1-ac31-2f168d3cc807,96.52,94.84,Streptomycin
aph(3'')-Ib,40c0e201-3453-4ab5-9a45-feb8bc7d12ea,98.76,94.52,Streptomycin
aph(3'')-Ib,43c9a8dc-9350-474c-a474-9b16e2b10a21,99.13,93.39,Streptomycin
aph(3'')-Ib,583cec14-2eea-4733-8711-ecbff7946edf,98.51,95.43,Streptomycin
aph(3'')-Ib,7fd94b24-e6a6-46bc-9c9f-03e9ef8ae086,98.38,88.35,Streptomycin
aph(3'')-Ib,83255922-bdbe-494a-8887-ddf70f64ae8e,96.89,90.17,Streptomycin
aph(3'')-Ib,8c243c53-5433-41bc-8e6f-ff498abcdf06,95.02,88.22,Streptomycin
aph(3'')-Ib,8cc1d450-7367-47d9-8b50-76e061d1ec67,95.52,93.12,Streptomycin
aph(3'')-Ib,a40e25df-b1ca-4167-b94c-d18a2acbf218,99.0,94.62,Streptomycin
aph(3'')-Ib,c39d92b4-2f1a-44c6-9619-5a546873f6eb,98.51,94.28,Streptomycin
aph(3'')-Ib,cdfefc03-3c3f-4efc-b089-62a31171f069,98.38,94.33,Streptomycin
aph(3'')-Ib,ce58d99a-fbe5-4e85-884e-32878cecb958,98.76,94.26,Streptomycin
aph(3'')-Ib,d508a1f0-ed5a-4735-a533-6aec42a7f1d2,98.63,95.3,Streptomycin
aph(3'')-Ib,db24e126-f162-4037-a50a-a19523534574,98.01,92.69,Streptomycin
aph(3'')-Ib,dd04adb3-a262-4a19-ab2f-d94ea1b5dd08,98.63,94.83,Streptomycin
aph(3'')-Ib,de73e914-ca6b-4856-90c4-ec52e6f271bd,96.27,89.49,Streptomycin
aph(3'')-Ib,e4982277-bda0-49cd-9572-10d7e256a108,98.26,93.82,Streptomycin
aph(3'')-Ib,ee841232-f64b-4462-9153-a52fd1776107,98.13,95.2,Streptomycin
aph(3'')-Ib,efd80f82-3136-4d3b-a56c-577b98aac2f3,97.76,91.55,Streptomycin
aph(3')-Ia,27872b21-6d3e-4c30-bd4c-04540ae6ce45,98.53,95.98,Unknown
aph(3')-Ia,504e87dd-9382-4b05-91a0-298eea7ca637,93.38,93.24,Unknown
aph(3')-Ia,cb8d5f2d-ee6c-483c-87dc-1093024c2c9e,98.41,94.54,Unknown
aph(3')-Ia,cc776b6a-7428-4adb-8c41-2e48c225c7bc,98.41,95.24,Unknown
aph(6)-Id,02c1c5a1-27d1-425f-b0bb-a4a18104d433,99.04,96.35,Streptomycin
aph(6)-Id,0945028a-fe9d-4e3c-ba73-71a22e9143d3,95.34,91.87,Streptomycin
aph(6)-Id,0b6d62ce-241d-4065-b86d-6633ab55fb5b,96.77,92.91,Streptomycin
aph(6)-Id,18ba02b7-e538-40bc-b098-5055c0a27bfd,98.21,95.03,Streptomycin
aph(6)-Id,1b145f28-6b3a-4437-a1be-54b299487723,96.42,91.89,Streptomycin
aph(6)-Id,1f44acaf-081a-4b4b-963a-1cc887ed1f89,98.69,95.27,Streptomycin
aph(6)-Id,21c4a350-acb3-4b5b-8ec5-e5f27c1e269a,96.3,90.64,Streptomycin
aph(6)-Id,2ef75510-9655-4ed1-ac31-2f168d3cc807,96.65,91.1,Streptomycin
aph(6)-Id,43c9a8dc-9350-474c-a474-9b16e2b10a21,99.04,96.1,Streptomycin
aph(6)-Id,583cec14-2eea-4733-8711-ecbff7946edf,97.85,95.47,Streptomycin
aph(6)-Id,71e9e58f-6b03-4a53-aa46-209dcf58b0cf,97.49,92.77,Streptomycin
aph(6)-Id,7c003a6a-e5a1-4e13-ad33-28b50e6850ff,96.65,92.6,Streptomycin
aph(6)-Id,7fd94b24-e6a6-46bc-9c9f-03e9ef8ae086,81.72,90.41,Streptomycin
aph(6)-Id,8c243c53-5433-41bc-8e6f-ff498abcdf06,94.74,90.47,Streptomycin
aph(6)-Id,941147cb-e153-46d4-bf31-04df60726d4a,98.33,95.05,Streptomycin
aph(6)-Id,a40e25df-b1ca-4167-b94c-d18a2acbf218,98.81,95.39,Streptomycin
aph(6)-Id,bd4816b9-8f8e-4c61-8678-38b051711523,97.37,93.16,Streptomycin
aph(6)-Id,bd85f4c1-885b-4513-801a-1fddb0f86aea,97.13,94.14,Streptomycin
aph(6)-Id,cdfefc03-3c3f-4efc-b089-62a31171f069,93.67,94.47,Streptomycin
aph(6)-Id,db24e126-f162-4037-a50a-a19523534574,98.21,96.07,Streptomycin
aph(6)-Id,dd04adb3-a262-4a19-ab2f-d94ea1b5dd08,99.16,96.1,Streptomycin
aph(6)-Id,de73e914-ca6b-4856-90c4-ec52e6f271bd,94.27,86.42,Streptomycin
aph(6)-Id,e4982277-bda0-49cd-9572-10d7e256a108,98.69,96.56,Streptomycin
blaACT-16,1dd7a681-c19f-483c-891f-5555fb7083ab,98.33,94.03,Unknown
