Gene,ReadID,Coverage %,Identity %,Resistance
aadA1,f86bd7d6-a49c-4975-91b8-b4f6136acb97,80.18,92.56,Streptomycin
ant(2'')-Ia,143a3477-63a8-493d-8d6b-b2bf39e56161,99.25,94.5,Gentamicin;Tobramycin
ant(3'')-Ia,2c71a0c0-6cf1-466c-947d-2e7cd90fdeb1,98.05,94.29,Streptomycin
aph(3'')-Ib,007e23a0-316e-4b10-977b-16b85a51fcba,97.89,90.92,Streptomycin
aph(3'')-Ib,072009b5-e49a-4c70-98a0-0d4928d22fa0,97.26,91.68,Streptomycin
aph(3'')-Ib,10a76e9e-ca6c-41f3-89bf-9bb02a94edfb,97.01,91.02,Streptomycin
aph(3'')-Ib,10b303b6-51d1-4eff-b0fe-e6fd4685202e,97.76,93.64,Streptomycin
aph(3'')-Ib,10c1e5ab-0e20-46d7-9dc2-9e97a666a449,97.89,90.46,Streptomycin
aph(3'')-Ib,198072cb-9388-4246-b292-528f229b5668,98.51,94.59,Streptomycin
aph(3'')-Ib,2a0ec283-aac0-4848-b56f-b6da6c4140b0,97.39,91.58,Streptomycin
aph(3'')-Ib,53237c4f-2735-4b3e-b19b-277d74c79e15,97.26,91.89,Streptomycin
aph(3'')-Ib,7005afc4-139e-421c-9ae7-a7d8f6dc9f85,98.51,97.02,Streptomycin
aph(3'')-Ib,8f7eda84-c7e4-40cd-926d-9914d4504b21,98.01,93.64,Streptomycin
aph(3'')-Ib,9123ab5a-0801-47c1-a979-2114ded20190,97.39,90.92,Streptomycin
aph(3'')-Ib,9a66a456-c6c8-44da-bdf4-947950faa094,98.88,95.59,Streptomycin
aph(3'')-Ib,f0962326-d161-4c8f-8285-cc775640b816,98.51,94.96,Streptomycin
aph(3'')-Ib,ffac2cd7-6328-49b4-a71a-9f487ea81480,98.13,92.39,Streptomycin
aph(6)-Id,007e23a0-316e-4b10-977b-16b85a51fcba,94.5,85.78,Streptomycin
aph(6)-Id,09d67fdd-99bc-4319-a123-c9b7a6c554b8,98.69,94.71,Streptomycin
aph(6)-Id,10a76e9e-ca6c-41f3-89bf-9bb02a94edfb,97.37,89.99,Streptomycin
aph(6)-Id,10c1e5ab-0e20-46d7-9dc2-9e97a666a449,96.18,90.68,Streptomycin
aph(6)-Id,2af077a9-1041-4f55-8a19-f35516cf7620,97.01,92.18,Streptomycin
aph(6)-Id,625f2eab-7156-4a94-8285-dcc28ab68a0d,98.69,95.84,Streptomycin
aph(6)-Id,7005afc4-139e-421c-9ae7-a7d8f6dc9f85,97.97,92.33,Streptomycin
aph(6)-Id,7fc39785-0629-453a-aad6-1127f2d0c9af,96.3,91.49,Streptomycin
aph(6)-Id,8f7eda84-c7e4-40cd-926d-9914d4504b21,98.21,93.82,Streptomycin
aph(6)-Id,9123ab5a-0801-47c1-a979-2114ded20190,96.3,88.59,Streptomycin
aph(6)-Id,92f62b98-1ee0-4a97-82bf-8c2e01aeda68,97.85,94.74,Streptomycin
aph(6)-Id,9a66a456-c6c8-44da-bdf4-947950faa094,98.33,94.33,Streptomycin
aph(6)-Id,9d0a530d-bbe2-48e8-9bf0-2c6c74409f74,98.33,93.54,Streptomycin
aph(6)-Id,afa78dfd-a8e6-4241-90cf-0e639eee81e9,98.33,94.91,Streptomycin
aph(6)-Id,e9d6091a-07bf-4c84-8be1-56a43981928c,90.68,93.73,Streptomycin
