Gene,ReadID,Coverage %,Identity %,Resistance
aadA1,b3f02599-2c46-4822-a108-cface30171b1,98.61,94.64,Streptomycin
aadA13,1d96b1f7-ed8c-474f-a8d1-0d476536474d,90.1,88.71,Streptomycin
aadA2,08f6ab51-13f8-4d1e-b2c8-94359122e530,96.09,94.68,Streptomycin
aadA2,0b86eda6-e514-4d12-b36c-1e73953f553f,98.11,95.09,Streptomycin
aadA2,0dc23742-c9bb-4e3c-ae69-5a9d0e795b63,95.73,90.72,Streptomycin
aadA2,15245262-a97e-49de-80f2-0ea23f36b9e6,93.41,89.19,Streptomycin
aadA2,238c2ea6-a51e-484f-9d36-052f80e22974,98.36,95.46,Streptomycin
aadA2,40de0f6a-e4cb-456f-b3fb-dfe42b07cc57,82.32,93.05,Streptomycin
aadA2,46792e91-75fb-4319-acb3-61d5d263fa10,95.85,94.46,Streptomycin
aadA2,506d4682-5a7e-464f-8501-4f11bc02c607,96.09,94.91,Streptomycin
aadA2,515faa51-1bff-4394-a8fa-fbc1f5a4f89b,96.95,95.32,Streptomycin
aadA2,6719712c-fc24-422d-99e2-d62f7ea5896a,95.97,94.07,Streptomycin
aadA2,a244a194-ecaf-496c-b231-026d459d619b,95.6,94.64,Streptomycin
aadA2,ac5c0f4f-d606-407e-8f4b-3ecaa90a8393,84.6,93.65,Streptomycin
aadA2,ae7948b4-1e18-418a-80de-880e457db6c5,95.73,94.05,Streptomycin
aadA2,d7420450-6112-40cd-a7dd-5b4e241df2f7,93.41,87.55,Streptomycin
aadA2,eae34ce9-5f1e-4d28-b95d-910e0de271d3,96.83,96.05,Streptomycin
aadA24,2d438d90-fc65-4141-b6a8-98addaa4023a,97.82,92.95,Streptomycin
ant(3'')-Ia,2abc5512-9f58-4241-b777-daa5af6bc50d,80.56,93.43,Streptomycin
ant(3'')-Ia,4a839d51-1515-4cfa-a5d4-f9b0bec2348b,81.69,96.17,Streptomycin
ant(3'')-Ia,90578e13-7959-4071-980f-35448efb3437,80.56,89.53,Streptomycin
ant(3'')-Ia,eced21ad-3508-4dc6-bca8-e52eb55e5367,80.76,91.98,Streptomycin
aph(3'')-Ib,0f21b337-70aa-4268-bf0b-fa294d4c98bc,96.02,93.33,Streptomycin
aph(3'')-Ib,1674bc9c-7a2a-4930-b7fa-9e2c64f540a7,98.26,93.59,Streptomycin
aph(3'')-Ib,23c46361-3163-498c-b821-c5020a4822a4,99.0,96.67,Streptomycin
aph(3'')-Ib,2d8f266b-31a9-42f3-b9d3-2005ce684462,98.01,94.44,Streptomycin
aph(3'')-Ib,337a9acb-b48a-4aad-b1e7-5277f3cd2551,96.27,91.61,Streptomycin
aph(3'')-Ib,46c1a131-7daf-4c55-a098-53fb35e6949d,98.76,94.71,Streptomycin
aph(3'')-Ib,70598742-0230-49da-9f0c-0a96ff9fe5ec,98.01,93.27,Streptomycin
aph(3'')-Ib,9fda58b7-7a34-4963-8add-7f868712b6ce,97.51,90.47,Streptomycin
aph(3'')-Ib,b3679f70-cf43-4dfd-9b0b-2ddeaa9068ec,98.51,96.29,Streptomycin
aph(3'')-Ib,b945bb27-2d41-4b35-9ca4-7b0b5cb9f4a2,98.76,95.81,Streptomycin
aph(3'')-Ib,d912cf33-62ae-4e35-b374-bf1f2dca498e,99.25,96.91,Streptomycin
aph(3'')-Ib,dee303f1-04aa-4247-b3b6-1dc935ee40fc,98.26,94.41,Streptomycin
aph(3'')-Ib,f2289fa0-d070-473e-bd03-d5986c059db5,99.38,96.16,Streptomycin
aph(3'')-Ib,f50f0d96-6e1f-4fe9-bfd9-c47c220adce2,97.64,93.5,Streptomycin
aph(6)-Id,096deb29-f407-4cd2-a6a9-ac9c5784ee43,86.98,91.93,Streptomycin
aph(6)-Id,0f21b337-70aa-4268-bf0b-fa294d4c98bc,97.97,95.02,Streptomycin
aph(6)-Id,1674bc9c-7a2a-4930-b7fa-9e2c64f540a7,98.69,94.61,Streptomycin
aph(6)-Id,2478e37b-f303-4435-ad6f-2066e5fca33c,94.74,86.17,Streptomycin
aph(6)-Id,70598742-0230-49da-9f0c-0a96ff9fe5ec,89.61,94.31,Streptomycin
aph(6)-Id,8d1e14cf-6d20-46f3-9f6f-c3842f3cc3e8,98.33,94.43,Streptomycin
aph(6)-Id,9fda58b7-7a34-4963-8add-7f868712b6ce,95.1,88.64,Streptomycin
aph(6)-Id,b945bb27-2d41-4b35-9ca4-7b0b5cb9f4a2,97.73,93.28,Streptomycin
